10000 16666
3899 7108 9
7991 7588 5
7602 9953 4
6820 751 7
3541 5145 9
1188 8701 1
5302 62 1
35 6976 2
819 3351 10
8592 7373 4
4243 5151 6
8056 1661 10
3472 4549 9
7304 5554 8
3343 3151 1
1534 9455 7
5064 3593 9
3570 7073 1
4679 4532 5
2903 8417 4
198 3554 3
9167 1887 3
656 4781 7
5571 1371 5
5557 8215 4
2885 9111 7
5957 3865 1
7349 1011 1
2476 2504 7
612 4415 1
1662 3767 1
58 8489 5
4989 1298 3
5222 9745 6
6863 9706 7
1301 3193 7
1191 1482 4
5685 9693 9
1056 8217 1
2424 7851 7
8639 5857 1
7652 8606 6
4417 3401 4
1335 3115 3
4364 2433 3
7150 3457 1
2905 1180 9
3094 9705 9
702 3497 2
1669 7661 3
6308 353 9
2600 7527 1
1460 9911 9
3780 3436 7
818 9801 6
3032 9616 1
42 228 5
6341 8219 2
5237 1407 4
8293 9549 8
4094 7449 1
4351 1582 5
9114 1609 6
4863 9951 5
7712 7139 5
3177 6421 7
2750 2777 9
8420 7571 9
258 8935 7
2269 8008 3
382 2281 2
3496 2530 5
9180 7331 5
1925 5585 2
2320 4933 9
5507 201 4
1876 2171 1
7787 8725 9
2087 6834 1
1858 736 5
6307 5420 6
4749 3019 9
6992 2616 10
8915 8769 7
5626 409 8
5434 9295 9
7959 7449 5
6738 3329 7
2640 1889 1
6251 1175 9
4354 3666 7
1491 5289 1
1404 649 3
4698 2177 7
1371 4481 6
3248 7413 9
7375 9663 4
8663 7737 6
1970 9636 9
8251 2636 5
6170 9217 1
4634 9123 7
3548 6381 1
9665 5 2
5915 5681 5
4039 4805 4
5044 258 1
2976 6736 4
427 3577 7
4684 3943 9
2754 1396 2
2482 1436 5
5631 3966 3
8317 6059 9
3652 9789 5
2599 4519 9
6500 3551 7
8226 4183 1
1622 526 5
2156 940 1
9843 4156 7
6667 9991 7
6166 9001 1
5278 3499 8
7680 8117 3
975 5355 7
220 6125 1
1953 263 1
396 3297 9
1222 6919 1
100 3251 3
6050 2585 5
3627 8555 3
1629 6053 4
6057 2689 1
4459 3105 1
371 6895 1
8214 6869 9
5357 4127 4
8920 8213 6
7668 6601 1
3617 793 1
5073 2971 6
1595 423 1
8231 6979 4
2031 9413 6
204 953 1
1095 1651 6
3996 4142 3
9985 366 10
249 3387 7
875 6973 7
2770 9153 3
301 5927 5
2199 3046 1
6802 3107 9
7545 5988 1
863 165 5
7489 209 4
6426 4263 9
56 738 7
2120 8830 1
8923 6265 1
5873 1689 9
9961 8271 3
6472 4302 1
2804 8601 9
3483 5773 1
928 8436 1
1844 6429 9
4229 4106 1
2275 740 10
7394 711 7
3516 7841 9
359 2076 5
6794 3202 3
3185 3833 6
5223 1213 5
7091 1730 1
18 3603 7
9918 9160 4
8118 5173 7
4264 8827 9
2203 8107 1
5779 4295 2
462 1001 5
1963 6729 9
464 7581 8
5699 1549 1
4975 1863 6
1729 3149 3
2376 2758 7
199 4617 1
1003 7923 8
9587 4622 9
222 7161 7
535 3161 1
4934 8218 1
6438 3025 9
2622 6847 6
1548 3103 1
2184 4007 3
8279 229 5
504 1227 1
8868 9364 5
162 4686 1
9311 5925 7
2668 5421 7
1003 4865 7
2912 5753 8
2773 8701 4
797 565 5
2440 6381 2
7111 551 1
8774 4333 6
5763 3969 10
9909 9585 8
4552 6917 3
5117 4623 1
349 9735 7
3944 2789 3
2875 5876 1
5454 9073 1
2283 2835 9
4888 3851 6
2356 6622 1
1334 126 5
9565 9379 6
1981 1869 9
576 1265 4
9421 2849 5
8102 9435 1
3003 2915 9
8557 4130 1
5353 4361 5
6210 1137 7
274 2901 3
2261 677 3
1138 3221 1
3650 8821 1
3414 9614 6
5958 4562 1
5967 5394 5
2016 2797 8
630 3473 5
1732 3357 1
3995 1903 1
9092 3596 8
1796 8294 8
110 9173 3
4424 4923 1
2395 7345 2
4676 7012 9
4774 5375 5
7182 5624 1
4586 9289 1
8221 4683 2
3068 21 3
5996 4209 6
8845 3522 9
5838 7582 1
5144 5151 6
4802 6571 1
1037 7543 3
2102 7523 7
9891 7875 4
3579 5711 5
2969 6951 3
5827 3751 6
2936 7686 1
3102 8309 1
7713 5289 5
3843 5781 10
5471 5776 1
5568 6159 6
628 8821 1
1637 2561 5
4954 9238 7
2756 6359 6
4899 1181 1
493 9697 3
2486 5076 9
6590 5705 1
4451 4206 2
5458 9573 7
8925 6270 10
8598 1251 8
7856 8991 6
1094 7473 1
1814 9953 3
643 9106 1
1613 5511 1
3123 251 2
7647 1551 1
5680 4609 6
314 6981 6
9943 1641 1
8952 1543 7
4244 4409 1
433 9499 1
1034 6499 1
4213 5325 5
3216 9121 2
2995 3301 1
6743 1299 5
6869 1821 5
1228 7793 5
1754 9337 2
7927 9171 2
1019 6185 4
7413 9091 5
9025 5353 1
4436 7536 9
1937 8377 9
1368 2521 7
8243 3721 10
7554 4213 9
1407 7025 3
6243 9233 9
7072 1366 3
3867 9909 3
1867 3553 1
4732 7725 6
6013 8819 6
910 6481 1
3081 6130 3
8228 3862 3
5259 9927 1
1452 1876 2
8078 9162 3
1081 4723 1
1156 6977 3
9600 4963 8
3220 6212 7
989 2301 9
3962 963 3
8356 7766 1
312 4509 6
3653 7521 4
7395 8503 1
2397 9804 1
6839 4859 7
4907 6841 1
2975 5353 7
8398 1776 3
1100 6157 10
9614 2509 1
5069 3970 9
4266 6365 7
6122 5564 6
1892 6193 1
6683 4139 5
1139 1969 1
1803 2777 1
3510 7248 7
5916 9155 3
3619 4224 6
8544 341 3
675 9481 5
478 4545 9
3898 3049 9
1641 1085 5
440 931 3
7446 495 4
3415 7749 4
1119 7126 5
8623 3441 3
412 4061 8
5467 3504 8
1815 1171 1
1345 5289 1
5535 7665 4
8250 2493 7
833 7096 9
4313 257 1
1351 2536 1
723 4245 6
1067 6471 3
6067 817 1
1764 8358 5
5067 506 4
1324 8131 7
645 513 1
9095 3559 9
1478 6499 7
6471 7105 1
9911 844 4
938 3351 10
2882 2318 3
4789 8263 9
193 4411 6
7492 4696 1
6245 2842 1
2510 6039 7
9211 7522 6
30 5829 6
4855 9313 5
2220 4174 7
4009 495 9
3218 1137 9
5651 355 5
4439 2477 1
6124 2962 6
8444 1459 1
7230 3442 5
1398 9913 7
5091 7169 4
120 5690 1
3412 5493 9
9321 2409 9
7565 1871 3
3584 5735 5
9595 7245 7
1355 9729 3
7141 2760 3
4494 577 1
4066 2536 9
4847 2817 7
1316 2725 9
7928 2981 6
2720 8755 7
134 626 7
4738 2013 7
2755 5928 1
5347 7853 3
9599 7573 9
186 8803 10
9842 1305 1
6863 4015 2
1447 6999 5
5916 1231 2
7073 1061 4
8425 5379 9
5117 2715 7
6270 379 9
2955 7525 1
3628 8106 1
3419 3857 1
4040 5073 2
1940 3859 1
2882 2270 5
3147 9235 4
6517 7311 3
3352 9885 6
2908 171 1
27 1913 6
8207 3376 5
9295 4645 1
595 7986 1
820 8826 6
1917 3008 4
2926 2513 2
1966 9857 6
3953 2758 3
1948 5303 7
9301 6793 5
3419 6622 9
8357 2667 3
5119 1585 7
6333 6745 7
1076 8217 3
203 8551 8
9014 1693 1
6531 3021 2
3184 3981 7
759 5103 6
9094 4465 3
9967 932 3
1294 6091 1
3591 3495 4
6953 6073 7
8975 2849 9
7206 3344 5
8410 8821 3
2918 3328 3
9872 4021 1
7619 4137 9
4068 5435 5
7771 3693 4
8579 1895 6
9915 100 4
7662 1798 3
4660 3304 1
9541 7377 1
383 2839 3
7388 5729 3
6765 9537 1
4820 4959 10
2852 1465 7
4054 2650 1
1793 5691 1
1233 5536 3
8892 8071 3
4260 8101 6
9394 2320 7
6590 233 7
3331 8151 5
5176 5049 3
3279 3137 7
3202 945 1
2823 6289 6
4613 1489 9
5727 9145 10
1247 4753 2
7506 7654 1
820 1215 3
9857 5741 1
4671 1105 7
5623 4333 3
4703 4399 6
3956 201 5
1283 6109 1
2247 3961 6
7759 1839 5
6598 6261 10
7881 9277 5
8904 3111 3
2611 4438 3
3800 6499 3
4254 4365 3
2895 9121 3
8975 217 4
5834 3101 6
6263 7267 7
9538 7253 9
1962 4025 6
7682 3969 9
3447 8081 5
644 7309 10
7254 8383 6
8856 5031 1
7553 8849 3
3153 1085 3
1102 3864 7
9004 4142 3
59 2061 9
1535 9261 9
3720 7221 7
7486 7235 9
919 5848 9
7822 5019 1
1485 1127 5
2348 8901 9
1988 6955 5
4123 2929 7
774 5615 7
3700 6293 1
4064 2642 1
2159 3029 1
8132 8337 6
8864 153 6
1151 6628 1
3240 6467 2
6633 1773 4
2340 4966 1
3668 721 9
6255 689 3
7095 8111 3
1065 2087 3
8287 3063 5
808 4911 7
6634 9261 1
842 887 5
9578 785 1
7478 246 7
3048 8021 5
5222 2475 3
4610 941 5
5922 3676 5
6644 2157 8
3184 6523 3
4679 5571 10
2020 3896 1
2063 5309 3
9775 8239 1
64 4005 2
531 1048 7
3181 3809 3
6932 4793 3
3659 3789 5
2605 7770 1
7249 6679 3
8486 7401 10
4828 6006 9
8387 3553 4
8288 8067 1
3444 2523 9
1640 2829 9
1267 4131 7
6774 4216 9
4666 6040 1
5795 81 4
230 5137 1
3641 5227 9
3141 5351 3
2238 3697 4
2778 4730 7
4178 8476 1
9812 6058 2
9208 2083 9
6314 1289 4
1735 4909 10
2914 2182 7
5740 1723 5
5304 7919 3
1445 4246 7
6833 8161 6
7792 8751 3
2914 7026 10
6884 8941 1
8388 369 6
9013 834 9
7726 6781 10
5629 5793 1
7898 8875 9
493 7031 8
4199 4312 1
2275 7277 7
2346 7231 1
4273 313 5
5725 530 3
1378 6055 4
5159 1898 7
8917 4281 9
6917 6431 1
282 8977 9
6667 521 1
3067 5118 5
172 2409 10
10 620 3
2446 2252 7
4811 2407 10
3053 4131 3
9648 7094 1
8899 8177 1
1256 4237 7
5628 5358 10
1667 547 1
2140 1536 6
687 9271 3
2696 9283 1
4092 3337 1
242 593 3
1957 6863 5
2234 5836 1
6536 6623 1
1794 113 9
1429 6693 1
9205 7935 6
1552 92 3
1304 8999 3
7746 5037 3
6928 1611 5
3966 7945 5
2460 4345 7
2156 8258 9
9936 2545 9
9049 8753 1
7895 2708 5
5258 5851 10
4539 6312 1
194 2643 6
927 9336 1
2382 704 5
1498 3651 9
6558 3945 8
6548 8281 1
7612 3800 4
611 691 10
1856 7901 5
9965 8651 7
2287 749 1
5695 364 10
6600 5655 1
1303 3207 1
4441 9956 4
695 9848 1
1234 9751 3
7159 7921 3
5091 5793 5
3842 9321 7
1518 1126 7
7195 3834 2
9927 9711 1
2512 5575 2
5589 8357 7
7244 425 5
1499 7796 3
4682 4581 3
6584 3337 10
947 629 2
2118 4433 10
9288 6593 1
9734 3175 10
8570 5981 5
6758 5161 1
2794 7604 9
6991 8405 7
72 2426 9
5054 3685 5
6290 777 3
5595 3911 9
7033 5671 6
6340 7423 1
7936 1503 2
7004 35 10
116 837 7
8711 3413 7
9935 1629 9
8338 8261 6
8365 4781 7
6208 713 9
8861 6753 2
8861 97 6
6069 8651 1
203 4181 1
7355 6336 9
2714 8481 1
6474 251 5
2635 6416 8
2442 3940 7
1257 1164 3
1216 7758 9
4568 9427 5
8049 9135 10
7114 883 5
873 5501 5
4624 432 3
4999 831 3
7627 3203 6
3387 9118 9
3793 5079 8
4718 6193 9
2776 1776 10
3602 355 3
164 3627 3
3929 8313 9
1664 8249 10
5979 1781 9
7945 6145 7
3165 1005 9
6367 7409 1
8565 7857 5
9607 6201 5
1696 9165 5
6684 7142 1
6453 7621 9
8476 6921 1
4226 5919 7
8138 3198 4
3907 4266 4
3270 4147 7
1662 4719 2
2556 1148 3
3993 3617 3
8 4541 1
4058 5886 9
2984 4069 1
7680 2097 1
1206 8911 5
9593 3761 1
8050 389 5
7211 5419 1
1080 8786 7
893 6543 9
3584 169 1
9782 9761 6
5351 7896 5
5672 6319 7
922 2193 1
2701 7099 1
6185 8361 1
1065 3037 8
8110 7773 1
5822 138 1
4941 1547 10
4982 5658 4
7098 7471 10
6859 8393 5
859 6553 8
6260 145 7
3188 8797 8
8106 5335 3
103 3721 7
2388 4753 9
3855 4209 5
4924 5983 3
4775 8177 5
6156 1108 3
2581 35 2
652 5244 7
3394 9821 10
2080 1197 1
7154 3391 5
4789 4836 9
5746 547 9
2622 7442 5
4868 6574 3
1746 8146 6
4270 8399 9
1233 5109 5
5810 3429 6
3917 490 6
7237 8315 9
5299 2405 5
8565 1731 1
9763 5993 7
4545 9126 1
125 8049 5
7511 9259 6
8568 5595 3
1563 4171 5
5756 4831 1
35 8726 10
6897 8086 9
6995 2291 1
8000 2125 3
9928 7193 6
8298 2351 7
5429 3121 2
6647 1675 3
5587 9546 4
9899 3906 5
1163 7401 9
8784 6301 8
6315 6735 9
5721 1098 6
8549 4081 6
371 6033 1
1679 443 1
661 4165 9
3480 2039 3
3856 7241 5
7009 766 7
477 9351 5
2016 1153 9
331 7144 1
2340 9096 6
2474 7063 8
5372 4101 3
5139 7049 2
1552 4565 10
842 9861 9
2782 3008 5
2868 5527 1
4421 4131 1
3151 9832 7
1837 9793 5
9047 3916 7
9650 7173 8
451 1985 5
3249 709 1
369 4807 1
1739 9371 1
2089 7716 6
8896 6979 1
3920 1361 1
1008 4797 5
6519 1187 1
6033 9606 3
1676 2563 9
5597 7229 4
5472 4043 1
2953 9370 8
4423 4533 1
1079 9329 6
2130 1873 6
1168 994 9
3029 1421 3
1717 2944 10
5198 4361 1
1895 5746 1
5368 2361 5
917 1069 9
5456 207 3
8998 1867 4
893 5104 1
5536 6977 10
9248 6056 2
482 89 3
1784 1853 2
6672 2361 1
990 8568 4
1761 8033 1
1309 385 4
6072 6021 5
1807 4625 9
6874 2401 3
1740 9226 1
22 5633 7
6259 6541 3
1814 805 5
6492 193 10
2011 7264 9
5920 9638 1
1736 9161 1
2637 1264 7
2522 6942 1
7662 3976 9
2372 8209 4
7276 8851 3
3755 6956 10
4771 4385 1
788 7719 1
5778 1026 7
2186 2291 10
3753 13 5
4250 9180 7
3581 8609 3
3157 7725 1
9386 4993 6
8971 3481 5
7575 1663 7
45 537 2
9255 6632 1
505 4478 5
4670 7803 2
1767 5086 9
1643 2677 7
4360 291 9
6748 3512 1
3785 6721 1
1897 8211 1
6091 9393 3
8553 7557 1
459 1227 7
5120 4163 9
8751 8816 1
3620 8625 6
6990 9481 7
153 3291 8
3507 7089 1
6346 2931 6
8695 5377 3
7435 3309 7
2927 3210 3
5755 5686 7
5943 5968 1
9632 5781 2
4441 806 1
4089 2759 3
1960 2685 3
4142 1912 10
2491 4061 1
4371 4209 1
5051 2065 7
7170 3147 1
6979 7221 6
6595 5112 9
2179 6681 2
6096 2897 9
9157 6925 4
8204 985 7
8270 9831 1
6829 1917 6
3419 5853 9
2734 914 7
319 2651 1
7406 2758 9
9047 7871 7
7573 6601 1
9027 3640 8
6617 793 5
7955 5369 5
1459 1789 1
7924 1533 1
2112 5203 5
7123 5869 9
859 4821 7
6894 1832 1
5854 6730 9
4501 5713 9
7194 8737 9
7783 3110 1
2566 1541 3
2055 9629 8
2298 8044 3
3638 540 9
8686 6341 1
1830 2516 1
9245 5853 3
3802 8589 7
5944 1953 1
5794 4655 6
8230 8970 1
205 8639 5
4498 8891 1
140 5765 10
140 7673 10
3162 9507 7
3338 7249 1
4365 9181 3
7238 8063 5
2224 254 9
3300 5349 1
4541 216 7
3331 6918 8
8619 5869 1
3166 2889 6
7252 1974 5
4989 6359 1
4620 3039 6
8725 11 1
8747 9791 4
7065 563 1
809 8073 9
5068 4257 5
1581 6016 2
47 6901 1
6168 628 5
4897 2473 1
2654 5555 7
8 2775 5
5414 5031 1
390 773 10
9896 2601 6
7401 1753 1
8522 9163 1
6457 3570 8
2902 1158 1
4898 335 1
5489 6018 6
4152 9172 9
9077 8429 3
1523 8879 1
4045 83 9
9845 6033 3
4945 2147 2
9694 9689 6
141 5915 5
6662 948 6
2603 3433 7
7107 3269 1
6562 2442 5
3714 7325 1
5498 1673 7
2856 1258 5
9986 1384 1
140 3849 1
287 6802 8
4849 6315 7
174 4761 1
5886 4655 3
2219 7658 7
5453 8355 1
4606 9153 6
5335 3137 4
2489 7731 1
3916 1180 1
652 8711 1
779 653 2
8295 8365 3
6201 5428 5
5645 721 1
5632 2665 1
4872 4063 9
9313 8473 6
7927 9905 5
2263 4692 7
7197 83 7
8887 7113 5
3 6758 1
2449 2206 7
83 7847 5
9099 7177 7
5252 785 7
7105 7929 7
4674 777 1
3608 3961 1
7371 301 3
4677 9389 1
966 3345 3
2616 4276 7
9794 7745 3
5177 5716 10
9912 5776 10
295 7246 6
1297 1653 1
6182 5399 6
9209 1943 5
4434 657 1
1858 7601 6
2604 6546 3
4767 6991 9
2139 5591 1
2388 809 1
7617 7625 9
528 6745 9
5548 5026 3
1285 5818 1
7863 1871 1
1641 1797 3
6061 1538 5
4149 9054 2
3978 9596 6
8402 489 1
5868 5209 3
5283 4395 10
2458 1107 7
566 6263 3
638 1771 7
8275 1998 6
9748 4069 6
3216 9787 7
268 7325 3
9498 7900 5
3164 5179 9
1762 4858 10
5422 1465 3
8610 6492 10
1416 4030 3
7555 2182 7
4758 9706 2
3997 3771 1
3102 450 5
7996 8051 5
1940 6905 3
1604 5175 1
297 5441 7
5781 93 3
2797 7831 8
8054 1474 2
8248 8085 5
1569 1050 1
6121 5943 6
3339 7949 9
9609 4492 1
1963 8469 1
4666 9780 6
8510 5675 7
6735 2983 1
5141 6417 1
7377 9157 1
992 6201 7
1687 7101 1
906 855 7
2243 7293 4
9487 9393 1
9537 4560 5
4271 113 4
6920 8261 7
2152 345 7
3420 7377 7
2836 1765 5
1108 7527 5
1527 5609 1
3349 6903 5
8135 4673 7
2586 6937 5
4778 2856 7
2740 1779 6
3437 1831 6
4237 6859 6
571 2092 3
1853 2776 5
7773 6510 3
4895 6316 5
2822 8943 5
1715 5365 3
4051 4829 1
7635 6881 6
2939 6129 5
2226 1017 7
6867 6068 7
5279 3574 8
4377 7851 9
5179 5941 2
7899 789 1
9548 8689 9
1686 2017 1
5453 9057 7
7537 8505 7
8738 9671 5
9114 8815 9
1573 205 7
1322 5111 1
1102 7369 1
5983 9650 1
3644 2146 1
5476 1875 1
2474 3071 6
9 2477 5
2715 4161 3
4427 3120 3
1528 817 5
4024 7433 7
1169 9526 8
2564 8411 7
2693 4873 7
1402 5420 1
1280 7208 1
9578 1183 1
1374 3991 1
8948 8697 6
8116 5329 5
3888 3055 1
1953 2199 5
2568 4565 7
6180 2406 1
682 2459 9
3256 6721 2
4277 7888 1
3671 7549 5
1980 8409 6
3333 1143 6
1550 8154 5
5675 3065 2
2167 9039 1
4594 8966 1
6668 8834 1
1109 214 3
1578 2231 7
7559 6859 1
4205 9865 6
1586 2327 5
5632 8323 6
1269 8326 1
6869 2555 5
121 3705 5
3472 1267 8
1297 3497 5
8703 3183 3
7419 3408 1
2262 6010 1
2250 3821 3
5422 4686 3
3350 1897 5
3550 9106 1
3566 2843 5
7716 972 1
1006 8841 1
882 2578 7
4037 5716 1
281 2111 7
3751 8540 9
3265 4871 5
1987 4705 3
9345 5937 4
8356 6166 1
747 7692 3
1833 4662 1
9826 749 2
6235 9092 1
2413 3589 7
4343 8617 1
4544 9083 1
1317 9701 10
2176 1631 7
4355 1413 7
444 7698 3
1652 7932 9
7484 6823 6
2067 8034 10
2841 2065 9
8715 7977 4
2797 169 1
460 9073 1
7509 9581 1
3951 3105 9
107 3786 9
1269 4801 10
6428 9913 5
2059 2613 4
2635 7025 9
5705 4861 8
3606 6981 1
3847 5481 3
5019 9938 7
7011 7812 7
6461 4331 5
232 1426 5
7011 1624 1
9365 3597 7
2070 4995 1
9946 2851 1
6337 1721 1
7009 8495 5
3406 137 10
8960 9746 6
633 879 6
7311 581 3
2003 165 1
7901 6029 9
6236 8113 1
1716 2569 1
4117 3233 1
3962 931 9
4005 6665 5
2847 8523 9
1113 3769 6
4667 7344 3
3951 6849 5
713 8161 1
6465 7709 5
7477 5997 10
4242 6076 1
8504 3129 9
4798 5241 5
7039 5301 8
7187 9928 10
6714 676 1
3364 7489 7
7995 8337 5
5127 2921 4
7654 8074 1
9279 653 6
1872 5948 6
3792 5616 1
6607 3161 1
6327 6909 3
567 5343 1
5772 1931 8
5093 9593 1
5039 1387 8
4010 9997 5
8527 3565 10
8586 1909 10
8667 2629 10
3727 619 4
9699 8939 4
1563 2138 3
3624 2021 3
6078 7705 7
2767 1131 1
5298 9353 1
9422 5237 1
8515 6430 5
7274 225 8
9438 2931 9
8667 6853 1
6827 1641 1
7446 376 7
223 6126 10
3183 2091 2
2138 6196 9
4042 9861 5
6615 161 1
972 4969 1
1596 6363 1
3574 6709 8
1598 1499 1
970 3652 1
2588 9016 1
6620 2391 1
7259 460 5
9171 8441 1
3341 9021 9
8392 4889 9
4476 8051 1
1080 3600 4
5383 4215 1
1842 901 1
5193 4641 3
4569 1586 7
704 8194 3
2240 8085 5
342 7505 1
1226 2885 9
475 3661 6
5538 5479 6
5254 1403 2
8634 1149 1
978 4357 7
7806 4351 2
6144 539 1
6855 6513 1
4217 6120 9
1446 9079 5
750 6427 10
6560 2779 8
7565 1692 8
1902 2349 5
4277 2669 5
6016 4871 1
2118 5501 10
8946 2701 2
3957 4210 7
4732 7253 6
4726 4335 9
1667 5428 2
4500 3057 5
9255 5611 1
587 4835 7
9462 7373 7
1246 708 10
228 3591 10
81 3983 9
1051 5711 10
672 7000 1
9960 8396 3
5028 9931 1
1931 3833 1
4856 6229 7
5843 4600 2
3984 5697 6
6655 7795 1
3020 3505 4
1959 2649 5
8998 9877 5
2776 9115 1
7564 9843 10
5546 2460 7
1944 4000 1
5125 3631 8
183 5429 7
9 3745 3
3354 1933 1
4153 9849 2
1369 629 1
9654 7233 1
61 7336 10
4509 2451 3
1585 2635 1
4950 2000 1
1366 2921 6
9011 1477 4
1785 6771 6
5003 5057 4
7686 6688 3
4567 7069 7
9568 7481 3
1064 5751 9
3160 7238 7
4504 8433 5
7153 1057 3
2776 3031 8
3202 2883 1
2252 8483 3
2830 4308 4
8771 7301 1
5676 7876 1
5689 9642 2
2522 2995 1
7566 6405 3
6553 595 2
3325 2277 8
671 3751 1
5469 1733 6
7107 6117 7
688 1366 2
397 2059 7
3381 4145 1
5862 2123 1
4206 7765 7
2849 7256 6
3767 1901 1
816 8009 1
1790 7238 7
1339 7801 1
4661 7750 1
4372 39 3
6563 6258 1
1154 7535 2
3532 8349 1
4729 7097 7
5254 7805 7
690 1573 1
6009 9205 3
569 1661 10
458 68 1
726 7577 1
974 2431 1
2866 5390 9
4803 3031 7
7160 6434 7
233 9991 1
2187 5589 3
2193 5931 8
5380 8997 6
6786 8673 1
8233 7593 6
4896 155 3
3696 1392 1
7799 5208 3
1750 9553 6
739 8305 5
86 3701 9
9028 5441 7
4709 1289 3
2453 4659 6
6139 4648 4
3543 7993 3
5284 916 1
322 4305 7
7699 3149 9
264 9746 4
7158 4234 10
2336 1169 5
6545 2517 7
1426 6541 1
7572 4245 3
3660 9453 3
1667 4824 5
5689 7101 1
6597 9057 4
2439 9066 3
4452 3671 5
1300 555 1
7352 7773 1
4242 6325 1
7801 7493 7
5174 506 6
4123 8871 1
5527 7851 4
6408 9731 6
7016 9701 7
6672 1825 1
1229 409 4
6430 7053 5
9450 3739 9
1143 6098 7
4156 3858 9
7191 6993 1
938 4694 8
2186 1643 8
1436 2887 9
1691 3489 5
6134 7297 9
5308 9609 1
5512 5541 1
8056 565 5
1363 2568 1
9073 4448 9
3665 2899 1
990 9497 7
134 3854 9
1061 9507 2
3589 4042 1
9697 3167 7
1534 581 6
7483 605 10
4290 7891 7
2163 8071 1
8331 8095 6
7494 3279 1
8442 8992 4
2622 9191 9
8602 3879 3
6995 177 8
2579 7071 3
2058 6977 5
1810 3061 5
4233 2606 3
4895 8876 3
1143 5288 1
8804 41 1
3791 6051 2
1633 131 5
495 6881 9
5806 6251 1
955 7221 6
3267 1697 7
1325 7590 5
4791 3944 7
3144 7717 1
7768 5265 9
5861 7941 5
800 2341 6
1165 4707 3
2800 7086 9
3658 4837 3
1260 8681 9
9900 3181 9
141 2401 3
2236 7281 4
7976 145 1
2057 7107 3
6367 5305 10
8162 684 1
3888 5561 1
1627 6460 3
5558 6996 7
5922 5004 5
9974 3466 9
9657 6625 5
3975 5265 6
9897 3305 9
6740 8745 7
460 9589 5
4582 4330 4
2421 287 3
34 6645 5
8730 362 3
5999 41 3
2357 5285 3
4479 2249 6
7354 9333 3
1138 5327 2
5674 5405 5
6554 7033 1
1725 1857 1
5413 7589 6
1383 8599 6
4087 9431 5
5621 2487 3
1631 7021 7
5063 5145 5
5986 1737 7
7598 4887 1
8922 5901 6
8538 3676 2
3446 9726 6
8229 4489 1
8498 7177 7
7606 4061 9
6461 9741 5
3804 8621 4
1315 8961 2
5970 9334 5
8282 2493 9
8775 53 4
8393 8726 1
6337 6671 3
5715 2049 4
8688 9871 6
6652 2795 7
6616 9815 5
4483 4517 5
4606 5581 6
2789 3620 1
1313 6140 6
3775 6521 7
7515 1713 1
5090 7333 1
1031 2849 8
1864 3979 1
9530 1388 9
5009 4198 1
7253 4441 9
9700 5469 3
4861 6545 6
2956 7357 1
3432 895 3
7506 645 1
338 6626 7
571 817 6
3936 6779 1
1359 4825 6
3379 9462 1
9557 8273 1
4056 9311 10
3662 2125 8
188 3626 7
6906 9898 6
17 5153 1
458 9844 3
3237 2269 3
2510 977 10
3866 1776 7
1265 7779 1
8336 3876 10
4029 7939 1
1851 9466 5
6170 7481 9
6990 5371 5
3863 9945 1
8244 2061 5
8806 2101 5
6957 7409 1
5853 8883 1
4292 6785 1
7327 9205 7
9029 8436 9
9708 7841 1
6489 7496 1
1173 1551 8
725 4771 1
7241 6305 9
5852 8005 3
2876 7326 7
7115 5713 5
5315 4966 5
770 4571 5
9993 6911 7
8928 5768 2
5966 5381 1
9011 3835 1
7926 3223 5
1213 2805 5
3226 7236 9
9784 7461 3
3606 4117 3
9602 41 6
8389 1989 9
1350 1179 6
5220 9307 3
812 4098 3
1000 6407 3
1675 6495 3
6236 7438 3
2455 591 7
7483 697 6
8484 8381 7
4531 6439 2
2981 9327 10
8167 8361 1
3990 9283 6
9194 9811 5
2708 8993 9
2884 81 3
4860 417 1
3808 4933 8
6797 3898 7
356 9527 5
6203 6737 1
6907 7463 3
1199 6535 5
4696 801 1
3327 3985 9
2846 3755 5
2250 73 6
2724 3862 1
2038 1339 3
4146 5431 4
5116 883 9
8673 6385 5
6737 1973 3
3245 3313 1
7407 6815 2
5922 8474 4
1966 9376 5
2015 379 5
9314 9086 7
5243 5443 9
4686 2624 7
4274 6469 10
5270 4929 3
6218 4956 7
6734 3993 1
3881 7131 1
5492 4500 7
8080 9825 9
7531 8193 9
6921 8973 9
6613 3720 5
1088 9953 10
4794 9603 7
6912 3525 8
9963 7531 1
8412 7737 9
5992 8736 7
9927 556 4
2526 3116 1
941 1419 5
7889 6526 1
3324 3239 3
8695 5786 5
6599 7041 7
2066 9876 5
7216 9557 6
5728 7960 7
405 3697 5
5308 1489 1
364 358 10
8550 2807 3
2463 8620 6
1288 5901 3
3943 8844 5
883 4095 9
999 2761 1
9458 9394 8
44 3677 7
5167 6537 1
351 9411 9
2472 8789 3
7066 3996 8
5688 7161 3
6837 543 1
7826 9089 1
7659 6949 3
2078 2641 1
1832 7991 9
6695 3746 5
2769 843 1
7433 6347 9
5584 4021 3
7733 2650 8
1469 3161 6
3325 256 6
7128 4155 6
4790 2775 9
8045 3660 5
2948 417 2
9282 7368 5
3777 6877 9
6477 2165 7
5134 489 8
9685 7007 5
5693 2495 5
9323 3066 6
2748 1265 3
5697 7777 4
157 5660 9
5808 111 6
4203 6721 3
4869 9694 1
7616 4776 9
9824 9221 5
1744 55 1
385 9063 9
